,price_mom_pct,price_yoy_pct,rainfall_anomaly_pct,temperature_anomaly_c,relative_humidity_pct,source_rows
price_mom_pct,1.0,0.17457361609625371,0.008672225154335935,-0.007855989241316991,0.02773347712968497,0.018723361658667753
price_yoy_pct,0.17457361609625371,1.0,-0.0025333647926736222,-0.004010697242086777,0.010885405638874185,0.018333203308383984
rainfall_anomaly_pct,0.008672225154335935,-0.0025333647926736222,1.0,-0.2651697838669832,0.1498126351082933,0.015008401565799953
temperature_anomaly_c,-0.007855989241316991,-0.004010697242086777,-0.2651697838669832,1.0,-0.2303654651487055,-0.017897239278029674
relative_humidity_pct,0.02773347712968497,0.010885405638874185,0.1498126351082933,-0.2303654651487055,1.0,-0.08101111415711057
source_rows,0.018723361658667753,0.018333203308383984,0.015008401565799953,-0.017897239278029674,-0.08101111415711057,1.0
