date,Commodity,weighted_price_sum,official_observations,national_weighted_price,base_price_2015,price_index_2015_100,index_yoy_pct
2021-02-01,Rice,14157353.0,5326,2658.158655651521,2548.99909159767,104.28244813478656,-3.711421477698207
2021-03-01,Rice,15278219.0,5701,2679.9191369935097,2548.99909159767,105.1361354277212,-3.696621848090642
2021-04-01,Rice,14131358.0,5241,2696.3094829231063,2548.99909159767,105.77914648188849,-4.707611224471031
2021-05-01,Rice,13283135.0,4872,2726.4234400656815,2548.99909159767,106.9605496939116,-3.4041501173395994
2021-06-01,Rice,15074772.0,5505,2738.3782016348773,2548.99909159767,107.42954796105901,-1.8335880919689074
2021-07-01,Rice,15470269.0,5645,2740.525952170062,2548.99909159767,107.51380654484053,-2.152848481710745
2021-08-01,Rice,15526479.0,5675,2735.943436123348,2548.99909159767,107.3340294683473,-1.636606958203235
2021-09-01,Rice,15614221.0,5716,2731.6691742477256,2548.99909159767,107.16634553743843,-0.7933492262848785
2021-10-01,Rice,15333876.0,5561,2757.3954324761735,2548.99909159767,108.17561456045418,2.0002978368268476
2021-11-01,Rice,15070683.0,5407,2787.2541150360644,2548.99909159767,109.3470030736284,4.369576772395334
2021-12-01,Rice,16196281.0,5840,2773.335787671233,2548.99909159767,108.80097198987043,5.911280401334951
2022-01-01,Rice,19035623.0,6663,2856.914753114213,2548.99909159767,112.07986548647794,8.653564824627225
2022-02-01,Rice,17558648.0,6140,2859.714657980456,2548.99909159767,112.18970879224734,7.582542219607791
2022-03-01,Rice,19262970.000000004,6702,2874.2121754700097,2548.99909159767,112.75846213301323,7.249958992959371
2022-04-01,Rice,19132803.0,6619,2890.58815531047,2548.99909159767,113.40090958991664,7.205355083228193
2022-05-01,Rice,18841059.0,6519,2890.1762540266914,2548.99909159767,113.38475025564553,6.0061401891800426
2022-06-01,Rice,19073210.0,6525,2923.097318007663,2548.99909159767,114.6762793146197,6.745566272127923
2022-07-01,Rice,19101887.0,6559,2912.31696905016,2548.99909159767,114.25335452845407,6.26854187401753
2022-08-01,Rice,20788937.0,6857,3031.783141315444,2548.99909159767,118.94014208593431,10.813078270773069
2022-09-01,Rice,20852205.0,6809,3062.4474959612276,2548.99909159767,120.1431379891837,12.10901835521847
2022-10-01,Rice,18813861.0,6240,3015.0418269230768,2548.99909159767,118.28336215817555,9.343831915161104
2022-11-01,Rice,20673147.11,6908,2992.638550955414,2548.99909159767,117.40445733465044,7.368701504874897
2022-12-01,Rice,20686421.0,7000,2955.203,2548.99909159767,115.93582005349904,6.55770617958531
2023-01-01,Rice,18199934.0,6053,3006.7625970593094,2548.99909159767,117.95855898774451,5.245093287496694
2023-02-01,Rice,17009846.0,5571,3053.284150062825,2548.99909159767,119.78364998745754,6.768839385502501
2023-03-01,Rice,18045203.0,5942,3036.8904409289803,2548.99909159767,119.14050699113855,5.659925417035994
2023-04-01,Rice,17241844.0,5673,3039.2815089018154,2548.99909159767,119.23431118199593,5.1440518538821145
2023-05-01,Rice,18526966.0,6007,3084.2293990344597,2548.99909159767,120.99766567987736,6.714232211181126
2023-06-01,Rice,18748879.0,6019,3114.949160990198,2548.99909159767,122.20283527201259,6.563306729496721
2023-07-01,Rice,18687662.0,5820,3210.9384879725085,2548.99909159767,125.96860071691692,10.253743740666499
2023-08-01,Rice,18476705.0,5606,3295.880306814128,2548.99909159767,129.30096043103433,8.710951713521853
2023-09-01,Rice,17534585.5,5324,3293.498403456048,2548.99909159767,129.20751577795733,7.544648775188212
2023-10-01,Rice,17604798.66,5290,3327.939255198488,2548.99909159767,130.55866775976727,10.377880183331655
2023-11-01,Rice,17347159.0,5127,3383.491125414472,2548.99909159767,132.73802790152257,13.06046713640967
2023-12-01,Rice,18327404.0,5445,3365.9144168962353,2548.99909159767,132.04847455581228,13.897908769591648
2024-01-01,Rice,23214729.0,6951,3339.7682347863615,2548.99909159767,131.0227314633153,11.075222169277366
2024-02-01,Rice,23355453.0,6936,3367.2798442906574,2548.99909159767,132.1020417539695,10.283867429153993
2024-03-01,Rice,24179034.0,7057,3426.2482641349015,2548.99909159767,134.41543684456107,12.820937428576373
2024-04-01,Rice,22898698.0,6736,3399.4504156769594,2548.99909159767,133.3641281741784,11.850462213527702
2024-05-01,Rice,26541265.0,7754,3422.9126902244,2548.99909159767,134.28457866099026,10.981131666015775
2024-06-01,Rice,12143263.0,3555,3415.826441631505,2548.99909159767,134.0065774401874,9.65913936603906
2024-07-01,Rice,22844454.0,6518,3504.8257134090213,2548.99909159767,137.49811543527287,9.152689362856115
2024-08-01,Rice,17899600.0,5059,3538.169598734928,2548.99909159767,138.80623223436547,7.351277029686876
2024-09-01,Rice,19050061.0,5309,3588.257864004521,2548.99909159767,140.77124922612117,8.949737465764818
2024-10-01,Rice,21134614.0,5879,3594.9334920904917,2548.99909159767,141.03314135891856,8.022809805645913
2024-11-01,Rice,19593809.0,5443,3599.817931287893,2548.99909159767,141.22476320819663,6.393597555156028
2024-12-01,Rice,21775569.0,6032,3610.008123342175,2548.99909159767,141.624535498735,7.251928486970338
2025-01-01,Rice,25477086.0,7086,3595.411515664691,2548.99909159767,141.0518947423848,7.654521598702546
2025-02-01,Rice,20050787.0,5517,3634.364147181439,2548.99909159767,142.58004873997345,7.931752489880872
2025-03-01,Rice,18180665.0,4938,3681.7871607938437,2548.99909159767,144.4405050174483,7.458271466602651
2025-04-01,Rice,20353870.0,5578,3648.954822517031,2548.99909159767,143.1524567641147,7.339551290098334
2025-05-01,Rice,17641782.700000003,4843,3642.7385298368786,2548.99909159767,142.90858485766154,6.42218658513507
2025-06-01,Rice,20496420.0,5681,3607.8894560816757,2548.99909159767,141.5414178833744,5.622739261847132
2025-07-01,Rice,22248494.240000002,6145,3620.584904800651,2548.99909159767,142.03947411104525,3.302851578289623
2025-08-01,Rice,22224363.0,6118,3632.6189931350114,2548.99909159767,142.51158445325873,2.6694422572014043
2025-09-01,Rice,21199961.0,5852,3622.6864319890637,2548.99909159767,142.1219193027811,0.9594786464460103
2025-10-01,Rice,18294013.0,5037,3631.9263450466547,2548.99909159767,142.48441111723676,1.0290274642786423
2025-11-01,Rice,14455372.059999999,3855,3749.772259403372,2548.99909159767,147.10763419900152,4.165608677376387
2025-12-01,Rice,12084829.83,3186,3793.104152542373,2548.99909159767,148.80759138148295,5.071900753250547
2026-01-01,Rice,14118280.280000001,3675,3841.7089197278915,2548.99909159767,150.71440913382094,6.850325838645133
2026-02-01,Rice,12671255.75,3249,3900.047937827024,2548.99909159767,153.00311211105762,7.310323893978299
2026-03-01,Rice,17752127.79,4952,3584.840022213247,2548.99909159767,140.63716358432788,-2.633154344524735
2026-04-01,Rice,20495797.59,5629,3641.1081168946525,2548.99909159767,142.8446219889575,-0.2150398128789699
2026-05-01,Rice,21750883.9545,6042,3599.9476919066537,2548.99909159767,141.2298538580595,-1.174688701363935
2026-06-01,Rice,20547473.310000002,5676,3620.062246300212,2548.99909159767,142.01896965099417,0.33739365816813915
2026-07-01,Rice,17543078.5,4621,3796.381410950011,2548.99909159767,148.93616178460474,4.855472548544992
2001-03-01,Soyabean,2252.0,2,1126.0,3340.3972533583405,33.708565616498205,
2001-04-01,Soyabean,3100.0,3,1033.3333333333333,3340.3972533583405,30.934444467479107,
2001-06-01,Soyabean,8190.0,8,1023.75,3340.3972533583405,30.647552442175876,
2001-07-01,Soyabean,15852.0,15,1056.8,3340.3972533583405,31.636955722482508,
2001-08-01,Soyabean,11286.0,10,1128.6,3340.3972533583405,33.7864006703196,
2001-09-01,Soyabean,6089.0,6,1014.8333333333334,3340.3972533583405,30.380618122980696,
2001-10-01,Soyabean,865.0,1,865.0,3340.3972533583405,25.895123675196224,
2001-11-01,Soyabean,4161.0,4,1040.25,3340.3972533583405,31.14150566835014,
2001-12-01,Soyabean,22335.0,22,1015.2272727272727,3340.3972533583405,30.392411312953634,
2002-01-01,Soyabean,64034.0,63,1016.4126984126984,3340.3972533583405,30.427898879117624,
2002-02-01,Soyabean,122549.0,95,1289.9894736842105,3340.3972533583405,38.61784619740337,
2002-03-01,Soyabean,139467.0,124,1124.733870967742,3340.3972533583405,33.67066206981719,
2002-04-01,Soyabean,171560.0,138,1243.1884057971015,3340.3972533583405,37.21678325975257,10.407496074342927
2002-05-01,Soyabean,175390.0,135,1299.1851851851852,3340.3972533583405,38.893134158789685,25.727598566308263
2002-06-01,Soyabean,277420.0,195,1422.6666666666667,3340.3972533583405,42.58974483458092,38.96621896621897
2002-07-01,Soyabean,667260.0,514,1298.1712062256809,3340.3972533583405,38.86277911767938,22.83981890856177
2002-08-01,Soyabean,796634.0,580,1373.5068965517241,3340.3972533583405,41.11807046814086,21.70006171821055
2002-09-01,Soyabean,706788.0,564,1253.1702127659576,3340.3972533583405,37.515604214620154,23.48532232871974
2002-10-01,Soyabean,977421.0,846,1155.3439716312057,3340.3972533583405,34.58702315928609,33.56577706719139
2002-11-01,Soyabean,1196414.0,907,1319.0893054024257,3340.3972533583405,39.4889950312422,26.805028156926312
2002-12-01,Soyabean,1097004.0,840,1305.9571428571428,3340.3972533583405,39.095863270279324,28.636924749752147
2003-01-01,Soyabean,1660824.0,1272,1305.6792452830189,3340.3972533583405,39.08754397311056,28.45955656812036
