date,food_cpi_yoy,baseline_fitted,full_fitted,full_residual
2016-08-01,5.832693980481185,7.822388066414724,7.85531892541592,-2.0226249449347353
2016-09-01,4.115852688955868,5.820036862678418,5.8097198779995916,-1.6938671890437238
2016-10-01,3.7093107966982064,4.192538456825049,4.203623590662604,-0.4943127939643972
2016-11-01,2.5621709038692986,3.793116239531637,3.7524894586379,-1.1903185547686013
2016-12-01,1.978690666537819,2.6958546304472506,2.6583147221360113,-0.6796240555981923
2017-01-01,1.3709060001801945,2.1327382813413402,2.0609494565707007,-0.6900434563905062
2017-02-01,2.3864511071691075,1.5539391128011462,1.6444681529668674,0.74198295420224
2017-03-01,2.5423726147700387,2.5118399604457506,2.4509281986131035,0.09144441615693522
2017-04-01,1.289832893852738,2.6686336068292804,2.8289968028955954,-1.5391639090428575
2017-05-01,-0.2238802282057972,1.5049637806450167,1.5940258720788048,-1.817906100284602
2017-06-01,-1.1695905778198346,0.09629293967490439,0.07956506522301435,-1.249155643042849
2017-07-01,0.4335262180670263,-0.7814328004942349,-0.7183888738057659,1.1519150918727923
2017-08-01,1.9579410130228905,0.732511054424936,0.7522557102750747,1.2056853027478158
2017-09-01,1.7569554599440096,2.1635962981077315,2.169317090397634,-0.4123616304536246
2017-10-01,2.2627737178688934,1.9627807046260104,1.9590415456910115,0.30373217217788184
2017-11-01,4.408523370690864,2.4220474192307497,2.3965802208884988,2.0119431498023657
2017-12-01,4.850746847807841,4.423965236437395,4.414870790073751,0.4358760577340899
2018-01-01,4.583020397859805,4.82621374552645,4.842385249251322,-0.259364851391517
2018-02-01,3.458646665592524,4.567468260362843,4.501699353941695,-1.0430526883491709
2018-03-01,3.0803903977542517,3.5113348233425827,3.4014893702954376,-0.3210989725411859
2018-04-01,2.996255490668953,3.165374657710271,3.0653230266440143,-0.06906753597506121
2018-05-01,3.290949226109019,3.1013761416038523,3.1140253084950285,0.1769239176139905
2018-06-01,3.10650846388636,3.394729389029172,3.3851663306351654,-0.27865786674880555
2018-07-01,1.7266186059743394,3.2334901906635705,3.2178088711169632,-1.4911902651426239
2018-08-01,0.7823609239794749,1.9399080955693202,1.9511100526116008,-1.1687491286321259
2018-09-01,1.0071934983398867,1.047544937855969,1.026903628944473,-0.019710130604586373
2018-10-01,-0.142754939545675,1.2474979585674018,1.2017108045592342,-1.3444657441049093
2018-11-01,-1.6889522439088478,0.14840141584056044,0.07735297284748346,-1.7663052167563313
2018-12-01,-1.6370106949017416,-1.324442338526956,-1.3988741010404795,-0.23813659386126207
2019-01-01,-1.293103147993191,-1.2895167248107,-1.2865886443951253,-0.006514503598065602
2019-02-01,-0.0726742986472572,-0.9726086773553126,-0.9861638112780314,0.9134895126307743
2019-03-01,0.6559765265792716,0.17812325991179023,0.28424264670122334,0.3717338798780483
2019-04-01,1.3818177552822997,0.8739543970496914,0.9023462451241249,0.4794715101581748
2019-05-01,2.027516653826944,1.5722837212856104,1.510816563142251,0.516700090684693
2019-06-01,2.367288139754131,2.195993625056235,2.1470734807346394,0.22021465901949178
2019-07-01,2.333804564628328,2.528128951390838,2.3894321552324143,-0.0556275906040864
2019-08-01,2.9640080866701,2.5017483804264335,2.480989404724814,0.48301868194528597
2019-09-01,4.700855147495897,3.0912259293011473,3.0824521018029882,1.6184030456929088
2019-10-01,6.933523444332645,4.714246478923963,4.745657746754481,2.1878656975781636
2019-11-01,8.732999540473617,6.798778189117147,6.823333539403377,1.9096660010702404
2019-12-01,12.156294522829649,8.474792611188123,8.425893476918432,3.7304010459112167
2020-01-01,11.717612013127688,11.682745760307292,11.725683635099813,-0.008071621972124632
2020-02-01,9.454544685161114,11.263101011489695,11.433058233580155,-1.9785135484190413
2020-03-01,7.820420059112876,9.135233291961013,9.165283157317193,-1.3448630982043168
2020-04-01,10.473457811018273,7.607283471365984,7.73089670287658,2.742561108141693
2020-05-01,8.374733634629461,10.119438535070431,10.21019481892271,-1.8354611842932496
2020-06-01,7.918710965750519,8.160170961778144,8.232122581896448,-0.3134116161459293
2020-07-01,8.500345634522045,7.743326148346073,7.855111407306222,0.6452342272158234
2020-08-01,8.293351967948293,8.295878389975012,8.294613224520514,-0.0012612565722207592
2020-09-01,9.795918703923668,8.097408372818302,8.083674646628113,1.712244057295555
2020-10-01,10.093583330698497,9.499930556888534,9.44318118237557,0.650402148322927
2020-11-01,8.887426425866796,9.763288650136674,9.669701222390609,-0.7822747965238133
2020-12-01,3.870967954377536,8.610481810377362,8.607271945428423,-4.736303991050887
2021-01-01,2.6710103633440063,3.875165103490504,3.9107525134003045,-1.2397421500562982
2021-02-01,4.2524923303634665,2.739028642120042,2.7737903737118135,1.478701956651653
2021-03-01,5.238414994159424,4.229574101395472,4.116565691018067,1.1218493031413566
2021-04-01,2.597402457516096,5.167542600872637,5.068752304202754,-2.4713498466866577
2021-05-01,5.239031346778011,2.697079356686884,2.672521731224964,2.5665096155530476
2021-06-01,5.584415490799222,5.199305098232301,5.313527047018093,0.27088844378112853
2021-07-01,4.458598684701842,5.53672290800604,5.581952167534463,-1.1233534828326208
2021-08-01,3.734177523911209,4.482267562850578,4.468920200234427,-0.7347426763232181
2021-09-01,1.6109042949086216,3.7968086496368327,3.749130426040466,-2.1382261311318445
2021-10-01,1.8214937179092283,1.7867873922408728,1.7919321252934157,0.029561592615812593
2021-11-01,2.5997577273322747,1.9681926363770257,1.9838701210451921,0.6158876062870826
