model,term,coefficient,std_error,t_stat,p_value,ci_95_lower,ci_95_upper,window_start,window_end
state_10-year,C(region)[T.Manipur],15.23803399596753,1.3483932247037356,11.300882944821664,1.2990526209307135e-29,12.595231838550385,17.880836153384678,2016-08-01,2026-07-01
state_10-year,C(region)[T.Meghalaya],11.581316485205733,0.580449295628215,19.9523310174257,1.4306057553197444e-88,10.44365677092279,12.718976199488676,2016-08-01,2026-07-01
state_10-year,C(region)[T.Mizoram],4.056642517054209,0.25473113521409857,15.92519310073599,4.2370364392482264e-57,3.5573786662935736,4.5559063678148455,2016-08-01,2026-07-01
state_10-year,C(region)[T.Nagaland],2.9462595408989665,0.5681911097359051,5.185331995547037,2.1563039458022e-07,1.8326254294807467,4.059893652317186,2016-08-01,2026-07-01
state_10-year,C(region)[T.Odisha],20.019939375214687,1.817462567054226,11.015324187756638,3.223739931111741e-28,16.45777820053869,23.582100549890683,2016-08-01,2026-07-01
state_10-year,C(region)[T.Punjab],25.33092563504847,2.4244714187909766,10.448019901872208,1.4961627751892648e-25,20.57904897267143,30.08280229742551,2016-08-01,2026-07-01
state_10-year,C(region)[T.Rajasthan],27.662986683661995,2.5895702045404976,10.682462531874323,1.229657756638626e-26,22.587522347324597,32.73845101999939,2016-08-01,2026-07-01
state_10-year,C(region)[T.Sikkim],-2.3814731472875963e-15,2.2393005161525203e-16,-10.634897505312738,2.0505407522747064e-26,-2.8203679835096856e-15,-1.942578311065507e-15,2016-08-01,2026-07-01
state_10-year,C(region)[T.Tamil Nadu],29.776210624047398,1.5725949125062495,18.93444420253971,5.933858284237344e-80,26.693981233264232,32.85844001483056,2016-08-01,2026-07-01
state_10-year,C(region)[T.Telangana],25.008236861626397,1.4784970271979545,16.91463452518533,3.509872278139918e-64,22.11043593706887,27.906037786183923,2016-08-01,2026-07-01
state_10-year,C(region)[T.Tripura],15.290346744663976,1.4640287634079177,10.444020723384979,1.5605765044054495e-25,12.420903096053745,18.159790393274207,2016-08-01,2026-07-01
